venta_id,cliente_id,producto_id,fecha_venta,cantidad,precio_unitario,descuento,total,canal
120380,3970,764,2025-04-29,4,27.28,0.0,109.12,tienda
120381,7351,1956,2025-09-08,1,740.78,0.0,740.78,web
120382,8531,401,2025-10-04,4,74.7,0.0,298.8,tienda
120383,870,1703,2024-10-11,3,23.86,0.05,68.0,web
120384,8018,1017,2024-08-24,4,389.14,0.05,1478.73,tienda
120385,50,361,2025-07-26,10,11.81,0.2,94.48,app
120386,8256,420,2025-03-15,1,63.51,0.2,50.81,app
120387,1520,438,2025-07-12,2,57.52,0.0,115.04,tienda
120388,4230,1177,2024-10-22,1,207.49,0.0,207.49,telefono
120389,1272,1711,2024-12-10,4,33.34,0.0,133.36,app
120390,1993,1752,2025-10-06,1,51.56,0.0,51.56,web
120391,7264,1821,2024-11-09,3,4.33,0.0,12.99,telefono
120392,8608,1714,2023-03-30,2,481.99,0.0,963.98,web
120393,7185,1918,2024-10-10,1,26.53,0.3,18.57,web
120394,50,1044,2025-09-24,1,62.63,0.0,62.63,tienda
120395,1354,653,2025-08-28,1,11.09,0.0,11.09,app
120396,2041,834,2024-11-22,2,138.46,0.1,249.23,web
120397,975,1693,2025-11-14,3,11.85,0.3,24.88,app
120398,1414,1702,2025-03-06,1,116.25,0.0,116.25,web
120399,9898,1182,2024-04-05,2,9.5,0.0,19.0,app
120400,7462,1170,2024-12-17,3,24.14,0.2,57.94,web
120401,6751,26,2023-02-12,1,47.56,0.0,47.56,tienda
120402,6224,296,2024-03-08,1,42.8,0.0,42.8,tienda
120403,7843,1730,2025-06-16,1,94.46,0.0,94.46,telefono
120404,1137,484,2025-12-13,1,1424.79,0.3,997.35,tienda
120405,8998,10,2025-12-17,1,816.04,0.0,816.04,web
120406,7613,693,2025-01-21,2,1167.9,0.0,2335.8,web
120407,2548,467,2025-07-11,5,23.38,0.0,116.9,tienda
120408,4437,1048,2025-07-02,2,24.99,0.05,47.48,web
120409,1084,941,2024-12-21,3,13.71,0.0,41.13,app
120410,5701,1874,2025-03-06,3,63.72,0.1,172.04,app
120411,5354,704,2025-12-15,2,525.39,0.0,1050.78,web
120412,7129,1495,2025-02-07,2,104.81,0.0,209.62,tienda
120413,9918,1917,2025-06-28,2,10.05,0.3,14.07,web
120414,2226,422,2025-01-20,3,26.06,0.0,78.18,web
120415,5647,768,2025-02-01,2,76.03,0.05,144.46,tienda
120416,1035,72,2023-02-26,2,7.06,0.2,11.3,web
120417,5176,1442,2023-07-03,1,138.89,0.0,138.89,web
120418,4308,993,2024-02-04,5,925.47,0.0,4627.35,web
120419,3457,894,2024-03-01,1,370.93,0.0,370.93,tienda
120420,9844,1317,2025-09-09,3,594.25,0.05,1693.61,web
120421,5612,227,2025-01-13,2,554.84,0.0,1109.68,tienda
120422,3969,1434,2023-06-22,1,54.22,0.2,43.38,web
120423,2163,1877,2022-12-05,1,18.53,0.1,16.68,web
120424,5668,1028,2025-06-13,2,17.94,0.05,34.09,web
120425,4716,1023,2024-05-23,3,403.49,0.0,1210.47,tienda
120426,4464,966,2023-07-24,2,342.49,0.0,684.98,tienda
120427,9762,961,2024-08-28,1,62.63,0.0,62.63,web
120428,6944,646,2024-04-25,3,1283.54,0.05,3658.09,web
120429,7858,1809,2025-03-24,3,19.6,0.0,58.8,tienda
120430,3214,1370,2025-06-25,3,120.11,0.0,360.33,web
120431,4935,264,2023-09-13,1,15.17,0.05,14.41,web
120432,8552,962,2025-11-24,1,107.37,0.0,107.37,web
120433,6188,1835,2025-10-15,1,1324.59,0.0,1324.59,web
120434,2590,698,2025-10-09,2,118.6,0.0,237.2,tienda
120435,826,1892,2025-05-25,1,997.85,0.1,898.06,app
120436,9524,1729,2025-08-13,1,10.06,0.0,10.06,app
120437,3625,759,2024-05-27,1,409.32,0.1,368.39,tienda
120438,6224,94,2025-11-18,3,1332.69,0.05,3798.17,app
120439,3632,389,2023-03-20,2,971.51,0.0,1943.02,app
120440,1544,716,2025-06-19,1,1293.49,0.0,1293.49,tienda
120441,532,1873,2024-10-04,3,214.31,0.1,578.64,app
120442,858,789,2023-03-31,1,24.48,0.3,17.14,web
120443,6311,1559,2022-08-21,2,21.89,0.0,43.78,web
120444,3114,815,2025-05-11,1,146.07,0.3,102.25,web
120445,8633,1963,2025-01-26,1,34.4,0.0,34.4,telefono
120446,5799,245,2025-05-08,1,35.31,0.05,33.54,tienda
120447,3848,421,2025-11-04,2,529.74,0.05,1006.51,web
120448,9534,759,2023-08-01,1,409.32,0.0,409.32,tienda
120449,6620,585,2024-07-14,1,16.21,0.1,14.59,app
120450,7818,1462,2024-01-01,3,567.84,0.1,1533.17,tienda
120451,2990,1662,2025-03-19,2,393.76,0.0,787.52,app
120452,6475,331,2024-04-02,1,313.08,0.0,313.08,web
120453,366,1227,2024-07-14,1,294.78,0.0,294.78,app
120454,1628,845,2024-08-08,3,93.31,0.05,265.93,web
120455,5087,199,2025-07-31,1,92.41,0.05,87.79,app
120456,2192,1213,2025-12-19,1,250.47,0.0,250.47,web
120457,5010,1413,2024-12-30,2,49.56,0.05,94.16,tienda
120458,2145,1254,2025-04-10,1,427.45,0.3,299.21,tienda
120459,4975,1663,2024-05-13,4,62.33,0.0,249.32,app
120460,6786,1909,2025-04-08,1,672.51,0.2,538.01,web
120461,871,420,2024-10-06,2,63.51,0.0,127.02,app
120462,6989,1136,2023-04-15,4,22.78,0.0,91.12,web
120463,8348,707,2022-06-13,10,26.52,0.0,265.2,web
120464,8910,7,2024-03-20,1,351.08,0.05,333.53,web
120465,2327,1486,2024-07-17,1,15.06,0.3,10.54,web
120466,2800,197,2023-12-23,3,818.13,0.0,2454.39,app
120467,534,1741,2025-06-23,1,1359.58,0.05,1291.6,app
120468,9430,815,2024-12-17,4,146.07,0.0,584.28,web
120469,9171,1785,2025-04-17,1,166.83,0.05,158.49,web
120470,8464,107,2024-10-11,10,6.49,0.0,64.9,tienda
120471,6675,1857,2025-03-15,1,3.96,0.1,3.56,app
120472,3640,712,2024-03-19,3,503.7,0.0,1511.1,web
120473,6239,1309,2025-11-18,2,107.46,0.0,214.92,web
120474,6150,1454,2024-04-14,3,106.76,0.1,288.25,app
120475,6851,626,2024-11-10,1,236.61,0.0,236.61,tienda
120476,8097,1480,2024-06-05,5,41.47,0.0,207.35,web
120477,3006,1184,2023-11-23,1,134.73,0.0,134.73,web
120478,1713,119,2025-01-02,3,66.78,0.0,200.34,tienda
120479,4421,1764,2025-05-10,3,21.41,0.0,64.23,tienda
120480,883,1318,2024-07-20,2,81.16,0.0,162.32,tienda
120481,2871,1955,2023-06-11,1,32.39,0.0,32.39,web
120482,8859,469,2025-05-16,1,513.4,0.0,513.4,app
120483,5352,1442,2023-06-21,1,138.89,0.0,138.89,web
120484,5761,569,2024-06-28,3,29.18,0.2,70.03,app
120485,6208,1398,2022-09-23,1,12.4,0.2,9.92,web
120486,6022,384,2025-05-16,5,224.75,0.3,786.62,web
120487,4089,1296,2022-12-23,1,14.25,0.0,14.25,app
120488,5703,749,2024-11-14,1,863.87,0.0,863.87,app
120489,7569,1712,2024-08-12,2,113.93,0.0,227.86,telefono
120490,430,436,2022-10-17,1,893.7,0.2,714.96,app
120491,1987,878,2023-06-18,1,11.61,0.0,11.61,web
120492,1802,1117,2023-11-20,3,30.99,0.1,83.67,app
120493,197,794,2025-08-22,1,56.08,0.0,56.08,web
120494,5184,189,2024-03-13,1,70.36,0.0,70.36,web
120495,3062,1354,2024-11-07,1,59.18,0.05,56.22,app
120496,2951,1842,2024-07-22,4,124.81,0.1,449.32,app
120497,8262,39,2024-02-21,1,218.21,0.0,218.21,app
120498,7436,1723,2025-09-12,1,54.23,0.0,54.23,web
120499,6089,826,2025-02-22,3,711.6,0.1,1921.32,app
120500,2277,1239,2025-02-02,1,78.42,0.0,78.42,app
120501,2133,1322,2025-05-05,3,48.67,0.0,146.01,tienda
120502,4356,538,2022-07-05,1,56.17,0.0,56.17,app
120503,8846,809,2025-04-07,2,16.39,0.0,32.78,app
120504,2527,1455,2023-09-17,5,13.34,0.0,66.7,app
120505,7044,599,2025-09-13,2,81.98,0.2,131.17,web
120506,9678,55,2024-08-23,2,292.8,0.0,585.6,tienda
120507,9557,949,2024-10-15,1,37.73,0.1,33.96,app
120508,2494,1477,2023-09-04,4,32.0,0.0,128.0,tienda
120509,1727,1227,2022-06-19,1,294.78,0.05,280.04,tienda
120510,4791,192,2025-09-03,4,28.14,0.0,112.56,web
120511,8301,1805,2025-11-27,5,480.52,0.1,2162.34,app
120512,813,445,2024-03-12,3,318.6,0.05,908.01,web
120513,6417,1048,2023-10-25,1,24.99,0.0,24.99,app
120514,4360,861,2025-06-17,1,79.42,0.05,75.45,web
120515,555,1441,2025-01-08,2,99.39,0.0,198.78,app
120516,1890,1230,2025-09-11,1,299.21,0.0,299.21,tienda
120517,7039,506,2023-12-20,1,543.72,0.2,434.98,web
120518,5425,536,2023-12-20,1,31.28,0.0,31.28,web
120519,3453,1474,2024-10-01,4,85.53,0.2,273.7,web
120520,1992,303,2022-12-25,3,452.71,0.0,1358.13,web
120521,9250,1362,2024-03-10,4,415.84,0.0,1663.36,web
120522,4539,126,2025-12-27,1,58.77,0.05,55.83,app
120523,5840,124,2023-04-20,3,10.99,0.0,32.97,app
120524,4064,727,2025-09-09,2,103.09,0.05,195.87,app
120525,1262,663,2024-06-07,1,253.14,0.0,253.14,web
120526,9119,789,2024-01-01,1,24.48,0.0,24.48,app
120527,4602,53,2025-07-27,3,12.67,0.2,30.41,tienda
120528,7388,566,2024-01-14,2,32.58,0.0,65.16,web
120529,3745,300,2024-03-14,1,146.12,0.1,131.51,app
120530,5396,1884,2024-10-18,1,34.18,0.1,30.76,app
120531,3734,509,2025-04-07,5,90.54,0.0,452.7,tienda
120532,1607,114,2025-11-10,1,18.13,0.0,18.13,web
120533,3927,1067,2024-10-04,1,626.79,0.1,564.11,tienda
120534,8669,43,2025-03-24,1,8.34,0.1,7.51,tienda
120535,4812,994,2025-08-18,1,108.69,0.0,108.69,tienda
120536,7333,1652,2025-10-26,3,43.14,0.05,122.95,web
120537,3105,1386,2024-10-28,3,1349.5,0.2,3238.8,app
120538,3293,761,2025-06-08,3,12.09,0.1,32.64,tienda
120539,585,1915,2022-06-26,1,5.55,0.0,5.55,web
120540,2337,1571,2024-09-26,1,335.62,0.0,335.62,web
120541,4211,26,2023-06-03,2,47.56,0.0,95.12,web
120542,1974,1607,2023-10-20,1,60.36,0.0,60.36,web
120543,8984,175,2025-01-21,2,52.69,0.0,105.38,web
120544,6608,548,2023-01-08,1,310.7,0.0,310.7,web
120545,4005,175,2024-05-21,1,52.69,0.05,50.06,app
120546,5767,1626,2024-08-31,2,30.53,0.3,42.74,app
120547,8515,244,2022-09-18,3,17.09,0.05,48.71,web
120548,3352,956,2022-12-08,1,1123.67,0.0,1123.67,tienda
120549,3135,1193,2023-09-10,2,18.62,0.0,37.24,tienda
120550,4845,961,2023-06-05,1,62.63,0.0,62.63,web
120551,7932,1497,2025-04-21,1,23.25,0.0,23.25,web
120552,7982,1437,2024-07-16,1,16.34,0.0,16.34,app
120553,4420,1977,2024-04-17,2,292.57,0.0,585.14,web
120554,725,824,2023-09-22,2,83.32,0.0,166.64,tienda
120555,7418,384,2025-05-01,1,224.75,0.0,224.75,tienda
120556,7644,29,2025-10-22,4,558.65,0.2,1787.68,web
120557,52,1874,2023-09-24,1,63.72,0.1,57.35,web
120558,5268,1162,2025-04-10,4,51.79,0.0,207.16,app
120559,2486,297,2025-12-30,1,74.56,0.2,59.65,web
120560,546,383,2024-11-08,1,10.58,0.1,9.52,web
120561,8102,278,2025-02-05,5,545.31,0.3,1908.58,app
120562,7538,1050,2025-12-06,3,67.75,0.05,193.09,app
120563,266,461,2025-06-20,4,53.56,0.2,171.39,telefono
120564,1397,487,2025-02-14,1,31.3,0.2,25.04,web
120565,7460,1712,2024-04-20,1,113.93,0.0,113.93,web
120566,4216,533,2025-04-19,1,36.76,0.2,29.41,tienda
120567,1896,1916,2024-03-07,1,249.06,0.05,236.61,web
120568,7517,916,2025-10-17,1,424.11,0.2,339.29,web
120569,96,825,2024-08-15,1,23.38,0.0,23.38,web
120570,874,1031,2025-05-13,1,44.07,0.2,35.26,tienda
120571,3487,342,2025-10-23,2,25.63,0.0,51.26,web
120572,4724,1298,2023-03-26,4,113.93,0.0,455.72,web
120573,5153,1062,2025-09-14,1,6.6,0.3,4.62,web
120574,7641,828,2025-06-14,2,276.12,0.0,552.24,web
120575,9082,543,2025-02-01,3,260.3,0.05,741.86,web
120576,9859,1689,2025-11-02,1,45.07,0.0,45.07,app
120577,8756,277,2023-10-25,2,19.32,0.0,38.64,web
120578,3442,2,2025-06-22,2,57.55,0.05,109.34,web
120579,2382,1496,2025-12-22,1,26.0,0.1,23.4,telefono
120580,2629,457,2025-08-04,1,12.19,0.0,12.19,app
120581,6273,1077,2025-01-09,4,47.27,0.05,179.63,web
120582,1760,1467,2024-10-19,2,308.33,0.1,554.99,tienda
120583,6496,92,2025-03-05,1,2.45,0.0,2.45,web
120584,1947,954,2022-11-19,1,118.22,0.0,118.22,tienda
120585,7728,1419,2025-12-30,2,29.51,0.05,56.07,web
120586,6735,1319,2025-04-26,1,17.21,0.0,17.21,app
120587,1405,270,2023-09-18,2,250.14,0.0,500.28,tienda
120588,1766,670,2025-05-27,3,405.86,0.0,1217.58,app
120589,4450,848,2025-07-08,2,266.32,0.0,532.64,web
120590,3929,994,2024-02-26,2,108.69,0.1,195.64,app
120591,5391,1189,2024-10-07,2,27.58,0.0,55.16,tienda
120592,5754,1831,2025-11-28,2,85.66,0.0,171.32,web
120593,3480,143,2024-01-05,1,311.12,0.05,295.56,telefono
120594,3517,779,2025-06-13,2,31.65,0.0,63.3,app
120595,9556,326,2023-01-14,1,213.31,0.0,213.31,app
120596,3654,524,2025-10-29,1,470.98,0.0,470.98,telefono
120597,8626,1550,2024-10-01,1,92.34,0.0,92.34,web
120598,6129,32,2023-08-22,1,29.06,0.0,29.06,web
120599,5512,981,2025-12-09,1,8.99,0.0,8.99,web
120600,5383,1862,2025-02-09,1,135.89,0.0,135.89,web
120601,1732,427,2025-07-12,4,308.51,0.1,1110.64,app
120602,5426,451,2025-08-02,1,47.39,0.0,47.39,web
120603,8751,1244,2024-04-26,1,326.49,0.0,326.49,web
120604,6037,1631,2025-04-15,2,29.28,0.0,58.56,app
120605,6159,1822,2025-06-01,1,460.57,0.1,414.51,web
120606,1342,948,2022-07-29,2,68.78,0.0,137.56,app
120607,7637,1765,2024-09-26,4,54.9,0.05,208.62,web
120608,545,1432,2022-06-11,1,1030.95,0.0,1030.95,web
120609,7706,1857,2024-08-20,1,3.96,0.05,3.76,web
120610,1125,1597,2024-03-23,1,29.89,0.0,29.89,tienda
120611,6638,275,2022-12-23,1,215.61,0.0,215.61,tienda
120612,2206,760,2023-07-25,1,36.52,0.2,29.22,tienda
120613,8668,1722,2025-08-15,1,1034.05,0.0,1034.05,telefono
120614,3159,1920,2025-06-09,1,8.79,0.05,8.35,web
120615,8957,1438,2025-09-08,1,688.9,0.0,688.9,app
120616,488,799,2024-10-10,5,12.91,0.05,61.32,web
120617,2479,1261,2023-07-13,1,54.41,0.05,51.69,app
120618,1291,1492,2023-12-08,2,68.7,0.1,123.66,web
120619,8032,1844,2025-06-15,1,640.91,0.05,608.86,app
120620,1732,44,2025-01-26,1,313.88,0.0,313.88,web
120621,658,1046,2023-07-23,3,16.01,0.05,45.63,web
120622,3171,1554,2025-11-06,3,16.05,0.0,48.15,web
120623,3073,682,2023-04-18,2,2.89,0.1,5.2,web
120624,7743,869,2025-04-30,2,295.35,0.1,531.63,web
120625,648,743,2022-11-29,2,11.68,0.2,18.69,tienda
120626,8278,404,2024-06-30,3,461.14,0.0,1383.42,tienda
120627,1380,1665,2025-02-15,1,27.14,0.1,24.43,app
120628,2985,1776,2025-01-26,1,1498.69,0.1,1348.82,tienda
120629,7491,1894,2025-01-15,1,21.7,0.3,15.19,tienda
120630,7181,1359,2025-10-28,3,488.62,0.0,1465.86,tienda
120631,8385,530,2022-06-06,1,528.98,0.05,502.53,web
120632,2962,792,2023-12-31,1,877.19,0.05,833.33,app
120633,9345,1798,2024-01-30,1,29.32,0.2,23.46,tienda
120634,4877,1265,2022-12-27,2,25.03,0.2,40.05,web
120635,903,1681,2025-02-22,4,66.62,0.0,266.48,telefono
120636,1415,1304,2023-12-28,3,50.46,0.0,151.38,web
120637,1400,1,2024-09-05,1,110.92,0.0,110.92,web
120638,4761,1074,2024-05-05,4,263.93,0.0,1055.72,tienda
120639,4763,99,2024-03-22,1,43.77,0.0,43.77,app
120640,5536,721,2024-08-30,1,782.86,0.05,743.72,app
120641,2159,635,2025-06-29,1,364.73,0.2,291.78,web
120642,3689,796,2025-10-02,2,1041.75,0.2,1666.8,web
120643,3336,1459,2024-12-08,1,7.02,0.0,7.02,app
120644,5689,521,2024-08-17,10,11.64,0.0,116.4,app
120645,6464,381,2025-03-07,1,28.11,0.2,22.49,web
120646,1109,347,2025-11-04,4,78.82,0.1,283.75,app
120647,7783,1337,2024-04-26,1,36.71,0.0,36.71,web
120648,3550,1293,2025-06-21,1,39.45,0.0,39.45,tienda
120649,3030,1291,2025-10-03,4,46.26,0.3,129.53,app
120650,4555,1429,2025-01-04,10,425.07,0.0,4250.7,web
120651,513,1509,2025-10-19,1,18.43,0.0,18.43,web
120652,1654,1047,2022-07-28,2,1.84,0.0,3.68,app
120653,6022,663,2024-07-06,3,253.14,0.0,759.42,web
120654,8714,355,2025-06-24,2,98.05,0.0,196.1,app
120655,3931,776,2025-07-12,2,161.06,0.0,322.12,tienda
120656,2122,103,2024-10-27,5,8.48,0.05,40.28,app
120657,8374,731,2024-12-01,1,77.07,0.05,73.22,web
120658,2832,657,2025-09-29,2,9.44,0.2,15.1,web
120659,1420,56,2025-07-31,4,12.21,0.0,48.84,web
120660,7168,1576,2025-05-13,1,25.74,0.0,25.74,tienda
120661,1584,535,2024-08-28,1,593.34,0.1,534.01,app
120662,5346,175,2024-07-18,2,52.69,0.0,105.38,web
120663,920,1599,2025-05-26,10,5.75,0.2,46.0,app
120664,1865,773,2024-08-31,1,1473.41,0.0,1473.41,tienda
120665,6134,546,2025-10-06,2,135.18,0.0,270.36,app
120666,1851,196,2024-09-01,1,94.06,0.1,84.65,app
120667,989,1577,2023-03-11,1,143.75,0.0,143.75,web
120668,2196,231,2022-12-04,3,79.03,0.2,189.67,web
120669,9997,959,2025-08-22,2,233.39,0.0,466.78,web
120670,6713,48,2024-06-21,4,31.69,0.0,126.76,web
120671,381,1226,2025-05-17,4,12.02,0.2,38.46,web
120672,7861,1130,2024-03-15,2,381.42,0.0,762.84,web
120673,7385,200,2025-04-05,1,19.47,0.05,18.5,web
120674,6639,1409,2024-08-20,3,515.33,0.0,1545.99,app
120675,4149,869,2024-03-25,3,295.35,0.0,886.05,web
120676,7004,257,2024-09-06,5,457.51,0.3,1601.28,tienda
120677,4524,1796,2023-02-07,3,191.45,0.0,574.35,web
120678,2274,1071,2024-01-02,4,324.1,0.05,1231.58,web
120679,8510,1749,2024-03-02,2,95.13,0.2,152.21,web
120680,6370,1166,2024-11-21,1,148.18,0.05,140.77,app
120681,862,1812,2024-05-07,2,977.23,0.0,1954.46,app
120682,6424,1042,2025-02-04,4,360.83,0.0,1443.32,tienda
120683,944,917,2025-08-27,3,79.24,0.1,213.95,web
120684,7280,1939,2022-03-11,2,18.39,0.0,36.78,app
120685,7528,3,2025-04-03,1,85.05,0.0,85.05,app
120686,6073,1477,2025-03-20,1,32.0,0.05,30.4,app
120687,1399,1188,2025-02-03,1,348.78,0.0,348.78,app
120688,8422,336,2023-12-23,3,401.76,0.05,1145.02,web
120689,3243,1027,2025-12-04,3,47.26,0.0,141.78,web
120690,94,578,2024-05-15,1,174.33,0.0,174.33,web
120691,8958,8,2023-11-10,1,245.38,0.0,245.38,web
120692,5698,1071,2025-05-04,1,324.1,0.1,291.69,web
120693,6756,513,2022-10-24,2,43.4,0.0,86.8,app
120694,6442,1595,2024-05-06,3,460.43,0.0,1381.29,app
120695,8006,733,2025-04-24,1,57.7,0.3,40.39,web
120696,3685,632,2023-04-03,1,5.87,0.1,5.28,app
120697,8810,95,2025-12-22,4,1.45,0.05,5.51,web
120698,9344,38,2024-08-06,3,147.83,0.0,443.49,web
120699,1127,64,2022-11-16,2,71.19,0.05,135.26,tienda
120700,8722,729,2025-01-21,1,520.26,0.05,494.25,app
120701,1537,492,2025-07-14,2,43.2,0.0,86.4,app
120702,4702,1915,2024-10-15,1,5.55,0.0,5.55,web
120703,8977,1101,2023-07-14,1,40.18,0.0,40.18,web
120704,7732,1244,2024-08-22,1,326.49,0.0,326.49,web
120705,7057,159,2024-01-08,3,33.69,0.0,101.07,tienda
120706,2832,145,2025-04-27,5,34.52,0.3,120.82,web
120707,5017,694,2025-08-15,2,82.31,0.0,164.62,web
120708,1712,1956,2023-10-02,2,740.78,0.0,1481.56,app
120709,9941,633,2024-02-23,3,974.22,0.0,2922.66,tienda
120710,700,252,2025-03-21,5,162.81,0.0,814.05,app
120711,7735,1151,2023-10-04,1,23.04,0.2,18.43,app
120712,2397,1610,2025-08-13,4,94.92,0.0,379.68,app
120713,5691,1023,2024-05-03,3,403.49,0.0,1210.47,web
120714,7772,1269,2024-02-06,1,201.85,0.1,181.66,app
120715,1304,1722,2025-02-26,1,1034.05,0.0,1034.05,web
120716,5312,259,2025-05-22,5,54.56,0.0,272.8,tienda
120717,8709,1211,2025-02-27,4,23.06,0.0,92.24,web
120718,3051,1427,2023-03-18,4,115.19,0.0,460.76,web
120719,2607,188,2025-03-27,1,570.96,0.0,570.96,web
120720,5316,1455,2023-01-21,2,13.34,0.2,21.34,tienda
120721,9142,1199,2025-10-14,1,245.33,0.1,220.8,web
120722,1383,1742,2023-11-11,2,70.22,0.0,140.44,web
120723,5123,1838,2023-08-18,2,12.23,0.0,24.46,web
120724,467,1060,2024-12-14,1,48.52,0.0,48.52,app
120725,218,19,2025-01-03,3,18.34,0.1,49.52,tienda
120726,8908,180,2022-03-21,3,135.84,0.0,407.52,tienda
120727,3411,1009,2025-03-09,2,12.99,0.0,25.98,web
120728,8520,762,2022-10-05,3,332.65,0.0,997.95,app
120729,1825,1716,2025-08-14,2,33.52,0.0,67.04,app
120730,1969,1018,2024-04-01,2,21.71,0.0,43.42,tienda
120731,2930,1959,2025-07-12,5,23.31,0.0,116.55,app
120732,8637,1537,2025-12-22,1,417.33,0.0,417.33,web
120733,7079,25,2023-10-18,1,510.96,0.05,485.41,web
120734,6312,1309,2024-09-15,2,107.46,0.0,214.92,telefono
120735,2681,1844,2023-08-23,1,640.91,0.0,640.91,web
120736,3380,838,2025-02-06,1,283.31,0.0,283.31,app
120737,2105,501,2024-06-15,1,34.03,0.05,32.33,tienda
120738,845,1274,2023-05-14,1,525.89,0.0,525.89,web
120739,2697,1109,2024-11-16,4,215.01,0.0,860.04,app
120740,5774,368,2024-06-25,2,37.38,0.0,74.76,web
120741,9175,371,2024-09-01,1,34.7,0.0,34.7,tienda
120742,1755,1429,2025-10-03,1,425.07,0.3,297.55,web
120743,4028,573,2024-11-18,2,50.13,0.0,100.26,web
120744,7688,1896,2022-10-18,1,292.69,0.0,292.69,web
120745,4958,1604,2023-04-06,1,18.88,0.0,18.88,web
120746,3172,1865,2025-12-23,2,28.3,0.0,56.6,app
120747,8076,1906,2023-06-18,2,31.26,0.1,56.27,tienda
120748,853,1903,2024-03-24,5,48.1,0.3,168.35,app
120749,207,437,2024-01-04,2,38.15,0.0,76.3,web
120750,5914,1849,2025-01-09,5,9.33,0.0,46.65,web
120751,3806,1618,2022-10-03,2,18.11,0.2,28.98,app
120752,6371,674,2024-11-12,1,112.3,0.1,101.07,app
120753,894,121,2025-05-26,1,13.59,0.0,13.59,app
120754,5231,492,2025-08-07,1,43.2,0.0,43.2,web
120755,5432,443,2024-06-28,1,92.9,0.0,92.9,app
120756,9038,1152,2024-10-02,3,38.42,0.0,115.26,telefono
120757,8718,1286,2024-05-16,10,36.32,0.2,290.56,web
120758,9559,330,2025-03-17,2,336.93,0.3,471.7,web
120759,8006,220,2025-11-14,1,32.38,0.05,30.76,tienda
120760,6964,511,2024-09-30,2,453.96,0.05,862.52,app
120761,4963,1648,2025-10-25,1,46.13,0.0,46.13,web
120762,5823,1109,2025-10-27,4,215.01,0.0,860.04,app
120763,4947,1693,2024-02-07,3,11.85,0.05,33.77,web
120764,1659,1785,2023-09-02,1,166.83,0.0,166.83,web
120765,9172,640,2023-08-17,5,39.04,0.0,195.2,app
120766,2421,898,2025-01-13,3,140.08,0.0,420.24,web
120767,4208,1826,2025-07-09,1,88.89,0.0,88.89,web
120768,1942,1523,2024-06-27,2,7.07,0.1,12.73,tienda
120769,1265,468,2024-07-22,1,333.15,0.0,333.15,tienda
120770,4819,1330,2025-11-25,3,120.54,0.0,361.62,telefono
120771,1910,542,2025-04-14,1,389.84,0.05,370.35,telefono
120772,8822,1216,2022-11-30,2,16.63,0.05,31.6,tienda
120773,5606,494,2023-06-15,3,411.86,0.0,1235.58,app
120774,6970,218,2023-07-25,3,37.87,0.0,113.61,tienda
120775,7706,894,2022-04-03,3,370.93,0.0,1112.79,web
120776,5746,1603,2024-12-27,2,7.19,0.0,14.38,web
120777,1310,1408,2024-12-08,2,93.38,0.1,168.08,web
120778,8316,1797,2025-07-08,2,70.83,0.0,141.66,app
120779,9409,927,2025-07-06,2,77.04,0.1,138.67,telefono
120780,2093,1743,2024-08-09,1,349.11,0.0,349.11,web
120781,3179,625,2025-11-22,1,28.98,0.2,23.18,app
120782,3812,1343,2025-02-18,4,13.14,0.1,47.3,web
120783,1468,127,2025-05-10,2,59.99,0.0,119.98,telefono
120784,844,70,2025-02-15,3,283.02,0.05,806.61,web
120785,1281,1150,2025-08-17,2,110.38,0.2,176.61,app
120786,2951,893,2023-10-23,1,304.36,0.0,304.36,app
120787,1951,1435,2023-05-14,2,1181.75,0.2,1890.8,tienda
120788,5602,1232,2024-04-02,1,982.81,0.2,786.25,web
120789,6109,219,2024-07-25,3,964.87,0.2,2315.69,web
120790,6327,272,2023-12-03,3,115.35,0.0,346.05,web
120791,9561,554,2025-04-18,2,74.24,0.05,141.06,web
120792,6520,1300,2025-10-16,1,8.62,0.2,6.9,web
120793,3966,795,2022-10-04,1,46.09,0.2,36.87,telefono
120794,2872,1728,2023-04-09,1,33.92,0.3,23.74,app
120795,342,1707,2024-09-13,1,1.18,0.0,1.18,web
120796,2917,1293,2025-12-10,1,39.45,0.0,39.45,telefono
120797,5472,861,2025-07-18,1,79.42,0.0,79.42,web
120798,2253,1422,2024-03-18,2,147.84,0.1,266.11,app
120799,8885,1305,2025-09-07,1,90.95,0.0,90.95,app
120800,4662,835,2024-11-22,2,55.53,0.0,111.06,web
120801,7731,1826,2024-12-23,3,88.89,0.1,240.0,web
120802,7188,1595,2024-05-13,2,460.43,0.0,920.86,web
120803,5624,923,2024-01-05,1,38.05,0.3,26.64,web
120804,1890,740,2025-10-29,1,26.73,0.0,26.73,tienda
120805,1322,1291,2023-07-01,4,46.26,0.05,175.79,tienda
120806,7222,15,2023-02-28,1,46.79,0.05,44.45,tienda
120807,1121,1319,2025-09-28,2,17.21,0.05,32.7,app
120808,4256,199,2024-03-25,2,92.41,0.05,175.58,web
120809,5684,1328,2024-08-17,1,16.99,0.0,16.99,app
120810,494,458,2024-12-16,2,68.34,0.0,136.68,tienda
120811,108,1556,2023-06-02,1,11.85,0.05,11.26,web
120812,2248,282,2023-06-12,1,212.87,0.0,212.87,web
120813,8482,1027,2025-12-16,3,47.26,0.2,113.42,app
120814,904,995,2024-05-14,5,33.59,0.0,167.95,tienda
